4.624345363663241670e+01,6.300170319955827836e+01
2.388243586349924641e+01,5.647750153506481041e+01
2.471828247736544171e+01,4.857481801977859703e+01
1.927031377843829318e+01,5.650657277587122707e+01
3.865407629324678851e+01,5.791105766625221918e+01
6.984613031197174138e+00,6.586623191182196990e+01
4.744811764216480299e+01,6.838983413874504436e+01
2.238793099104897166e+01,6.931102081303556872e+01
3.319039096057098703e+01,6.285587325254258673e+01
2.750629624522589722e+01,6.885141164270727643e+01
4.462107937044974193e+01,5.245602059003347506e+01
9.398592905023459565e+00,7.252868155233288405e+01
2.677582795986492670e+01,6.512929820418008831e+01
2.615945645331584402e+01,5.701907164897284019e+01
4.133769442335437816e+01,6.488518146537496989e+01
1.900108732685968960e+01,5.924428286978944413e+01
2.827571792449564114e+01,7.131629387451427249e+01
2.122141582078628375e+01,7.519816816422198258e+01
3.042213746715592748e+01,8.185575406533160958e+01
3.582815213715822011e+01,4.603503664511862326e+01
1.899380822787078671e+01,4.555886194570410908e+01
4.144723709839614401e+01,5.495534137053548562e+01
3.901590720592795947e+01,6.160037069447830760e+01
3.502494338901868076e+01,6.876168921116224908e+01
3.900855949264411748e+01,6.315634947241605346e+01
2.316272140825666881e+01,3.977798784175996616e+01
2.877109774481351678e+01,5.693795987371628087e+01
2.064230565740931311e+01,6.827974642607246381e+01
2.732111920373984049e+01,6.230094735364383496e+01
3.530355466738186010e+01,6.762011180312025260e+01
2.308339248274690902e+01,5.777671857389641019e+01
2.603246473144022488e+01,5.799241931070002920e+01
2.312827299880400744e+01,6.186561390988284614e+01
2.154794358501280271e+01,6.410051647208256043e+01
2.328753869163180923e+01,6.198299720126770040e+01
2.987335401081098496e+01,6.119008645807458890e+01
1.882689651364722039e+01,5.329337713710969382e+01
3.234415697817092195e+01,6.377563786320919093e+01
4.659802177109870058e+01,6.121821270991436847e+01
3.742044160577335532e+01,7.129483907911919971e+01
2.808164447638385042e+01,7.198917879901506467e+01
2.112371035915163731e+01,6.185156417483943869e+01
2.252841706249162357e+01,5.624715049909885778e+01
4.692454601027746719e+01,5.361269592545777840e+01
3.050807754776029057e+01,6.423494354064112599e+01
2.363004353430646631e+01,6.077340068348559754e+01
3.190915484667466018e+01,5.656146324428924288e+01
5.100255136478842388e+01,6.043596856834246722e+01
3.120158952481629200e+01,5.379999156051870557e+01
3.617203109707418918e+01,6.698032034072218721e+01
